id,original,surface,pronunciation,type,image,image_page,title,org_name,role_in_org,first_year,species,cv_name,description
10,バロックストーミー,バロックストーミー,バロックストーミー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0011.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,頭目,2000,beastfolk,三河兼十,セレスティア号船長宿敵頭目
11,アイラリリィボーン,アイラリリィボーン,アイラリリィボーン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0012.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,参謀,2000,demon,広尾美紅,null
12,ガルダレイヴァン,ガルダレイヴァン,ガルダレイヴァン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0013.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,幹部,2000,human,黒庄杜生,教皇軍ベネディクトゥス師髑髏団古強者
13,クルスロクス,クルスロクス,クルスロクス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0014.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2002,human,幻矢鳴人,機翼掌隊ギアドランの息子戦士
14,シータロクス,シータロクス,シータロクス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0015.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2002,human,宗河深雪,空船団ネリス幼馴染戦士
15,マドックウルカヌス,マドックウルカヌス,マドックウルカヌス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,古株,2000,beastfolk,野州久胤,空船団ギド元同僚鍛冶士
16,エルネスハーミット,エルネスハーミット,エルネスハーミット,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0017.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2010,demon,伊富川槙,蒼翼バレット幼馴染狙撃手
17,フォーレンスワロー,フォーレンスワロー,フォーレンスワロー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼天髑髏団,新入り,2019,human,南雲紅音,蒼翼団フィン師弟新入り術使い
18,ソアラ・イーグルウィング,ソアラ・イーグルウィング,ソアラ・イーグルウィング,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,頭目,2012,human,神代紬理,教皇軍セラフィナと共闘経験を持つ頭目
19,ストーム・アークホーク,ストーム・アークホーク,ストーム・アークホーク,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0020.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,参謀,2012,elf,赤星勢矢,星渦同盟コルド元同僚参謀
20,バレット・コンドル,バレット・コンドル,バレット・コンドル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0021.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,戦闘員,2015,angel,岳風遥基,髑髏団エルネス幼馴染若手戦士
21,ルナ・セイランダヴ,ルナ・セイランダヴ,ルナ・セイランダヴ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0022.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,紅一点,2015,angel,真川星花,俊敏な少女機関士
22,クルーズ・アルバトロス,クルーズ・アルバトロス,クルーズ・アルバトロス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0023.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,古株,2012,human,世羅道玄,null
23,フィン・ウィンドテイル,フィン・ウィンドテイル,フィン・ウィンドテイル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0024.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,新入り,2019,angel,碧海玲,null
24,レイフォス,レイフォス,レイフォス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0025.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,機翼燈掌隊,頭目,2019,human,白鳥航介,機翼燈掌隊の頭目多くの隊士から支持される
25,ルミシェル,ルミシェル,ルミシェル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0026.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,機翼燈掌隊,参謀,2019,machine,篠野ルイ,冷静な分析で隊を導く司令役
26,ギアドラン,ギアドラン,ギアドラン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0027.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,機翼燈掌隊,古株,2019,machine,佐山義道,髑髏団クルスの父古株機械種族
27,フラグリム,フラグリム,フラグリム,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0028.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,機翼燈掌隊,紅一点,2021,human,高峯るゑ,教皇軍ミカエラの姉妹戦闘員
28,イグナリオ,イグナリオ,イグナリオ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0029.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,機翼燈掌隊,戦闘員,2021,machine,蘭塔源,空船団ユウレイの兄
29,ラステル,ラステル,ラステル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0030.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,機翼燈掌隊,新入り,2023,machine,古知志みなと,機翼燈掌隊イグナリオ幼馴染少年騎士
30,セラフィナ,セラフィナ,セラフィナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0031.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,頭目,2005,human,槇田和葉,教皇軍騎士団の神殿長で絶対的威厳を誇る指導者
31,ラウレンティウス,ラウレンティウス,ラウレンティウス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0032.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,参謀,2005,human,上木隆司,神殿騎士団の老参謀作戦立案の特殊技師
32,イグナティウス,イグナティウス,イグナティウス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0033.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2005,dragonkin,面高慎,次世代騎士団員軍略担当団長代理
33,ミカエラ,ミカエラ,ミカエラ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0034.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,紅一点,2005,human,比那ほのか,機翼燈掌隊フラグリム姉妹術士
34,ベネディクトゥス,ベネディクトゥス,ベネディクトゥス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0035.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,古株,2005,human,赤波義明,null
35,ジュスティナ,ジュスティナ,ジュスティナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0036.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2007,human,朝岡理恵,深層帯ユーレリア宿敵女性幹部
36,ギルベルト,ギルベルト,ギルベルト,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0037.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,新入り,2015,human,沖那隼,新鋭の若手空挺騎士熱血で衝動的
37,フェリクス,フェリクス,フェリクス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0038.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2005,human,水上壮一,戦務・補給担当幹部現実主義の調整役
38,レオナール,レオナール,レオナール,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0039.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2007,human,高市亮,星渦同盟ヴォルタス宿敵突撃隊長
39,カミルラ,カミルラ,カミルラ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0040.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2010,human,斑目璃音,エアベクター整備工房クリムガンの元同僚
40,ソリナス,ソリナス,ソリナス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0041.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2012,human,真壁良紀,団外交渉を担う部門責任者冷静沈着
41,アルマディア,アルマディア,アルマディア,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0042.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2010,human,村垣魅里,聖兵団マルカス宿敵重砲指揮官
42,ガブリール,ガブリール,ガブリール,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0043.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2010,human,吾妻新吾,null
43,パスクアル,パスクアル,パスクアル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0044.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,新入り,2017,human,井桁慶吾,レヴァントSK-404アンディス幼馴染新騎士
44,カロリーナ,カロリーナ,カロリーナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0045.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2012,angel,佐伯果穂,聖歌隊出身地上部隊支援担当冷静沈着
45,ヴェルノー,ヴェルノー,ヴェルノー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0046.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,古株,2007,dragonkin,平栗清人,重鎧の重騎士口数少ないベテラン
46,アウリエル,アウリエル,アウリエル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0047.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2012,elf,駒林隆美,作戦情報部の責任者理知的な指揮で知られる
47,ドナート,ドナート,ドナート,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0048.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,新入り,2019,machine,堀宴正,機械種族の混血少年操縦士候補新規採用
48,ロドリゴ,ロドリゴ,ロドリゴ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0049.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,古株,2005,angel,室井須人,最古参の老人騎士記憶力抜群団史の語り部
49,ルクリス,ルクリス,ルクリス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0050.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2015,human,神成朔太,旗持ち騎士俊敏と策謀に長けた新星
50,光澄ツユリ,光澄ツユリ,ひかりずみつゆり,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0051.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,光織綾花の会,頭目,2002,human,雲井瑞香,光織綾花の会を束ねる老婦人現当主
51,燦花シノノ,燦花シノノ,さんかしのの,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0052.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,光織綾花の会,幹部,2002,human,梶谷ゆな,市民支援を担う快活な幹部光澄の弟子
52,綾昴レンジ,綾昴レンジ,あやすばるれんじ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0053.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,光織綾花の会,参謀,2005,human,七里灯一,計画と知恵で支える知略家光澄の甥
53,花霞ミヨリ,花霞ミヨリ,はながすまみより,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0054.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,光織綾花の会,戦闘員,2007,human,東雲洸希,新進気鋭の戦闘員燦花の幼馴染
54,夜照ハガネ,夜照ハガネ,よるてるはがね,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0055.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,光織綾花の会,古株,2002,human,栗栖丞治,寡黙な古株機械技師参謀の元同僚
55,ホークラン,ホークラン,ホークラン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0056.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,頭目,2012,elf,空山隼人,蒼翼騎空団の現リーダーで伝説の操舵士
56,スワネリア,スワネリア,スワネリア,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0057.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,参謀,2012,human,泉孝里奈,戦術参謀で紅一点口元に特徴的なほくろ
57,フェンリック,フェンリック,フェンリック,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0058.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,戦闘員,2015,elf,大道光石,若き戦闘員で機械義手を持つ熱血漢
58,グリフォルド,グリフォルド,グリフォルド,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0059.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,古株,2012,elf,星矢連伍,団最古参の老パイロット無口な職人気質
59,スカイリス,スカイリス,スカイリス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0060.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,蒼翼騎空団,新入り,2019,elf,竹宮ユニ,最新加入の亜人少年天才操舵士を自称
60,オルドリック,オルドリック,オルドリック,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0061.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,空船団セレスティア号クルー,頭目,1997,beastfolk,雲瀬航太,蒼天髑髏団頭目の宿敵船長
61,リナス,リナス,リナス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0062.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,空船団セレスティア号クルー,新入り,2015,human,高峯つばめ,星渦同盟スオナ幼馴染修理達人
62,リーヴァ・ジュウキュウ,リーヴァ・ジュウキュウ,リーヴァ・ジュウキュウ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0063.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,頭目,2000,demon,砂原剛史,星渦同盟を率いる海賊頭首誇り高き司令官
63,ボルナ・セブン,ボルナ・セブン,ボルナ・セブン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0064.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,参謀,2000,human,雁坂真優,理詰めの作戦家星渦同盟頭目の右腕
64,フレア・スリー,フレア・スリー,フレア・スリー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0065.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,紅一点,2002,beastfolk,水瀬茉莉,機翼燈掌隊ルーミナ幼馴染紅一点
65,カイラ・テン,カイラ・テン,カイラ・テン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0066.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,幹部,2000,beastfolk,瀬原勇斗,空戦艇部隊統率する戦闘派幹部
66,シーダ・ファイブ,シーダ・ファイブ,シーダ・ファイブ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0067.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,戦闘員,2005,demon,天城莉緒,深層帯アグラ幼馴染の若手戦士
67,トラゴ・イレブン,トラゴ・イレブン,トラゴ・イレブン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0068.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,古株,2000,human,加世大蔵,古参の航海士組織創設から船団を支える
68,メルク・フォー,メルク・フォー,メルク・フォー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0069.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,戦闘員,2002,beastfolk,野瀬洸人,重力制御の系域持つ策略家一匹狼
69,イラナ・エイト,イラナ・エイト,イラナ・エイト,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0070.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,幹部,2007,machine,泉谷真紗,冷静沈着な作戦隊長機械種族の女性
70,グラド・シックス,グラド・シックス,グラド・シックス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0071.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,新入り,2017,human,港山雅士,深層漁村出身の少年新入り情報屋
71,サーラ・トゥエルブ,サーラ・トゥエルブ,サーラ・トゥエルブ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0072.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,戦闘員,2012,human,旭川肇,中立的立場守る謎多き戦士両性具有
72,ラグナゼロスリー,ラグナゼロスリー,ラグナゼロスリー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0073.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,頭目,2000,beastfolk,斎賀誠音,星渦同盟の首領で伝説の海賊王
73,コルドゼロナナ,コルドゼロナナ,コルドゼロナナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0074.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,参謀,2000,human,一庄健汰,作戦立案担当の沈着な軍師
74,ヴォルテゼロヨン,ヴォルテゼロヨン,ヴォルテゼロヨン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0075.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,古株,2000,beastfolk,雛森凛葉,組織創設期からの不屈の砲撃手
75,リーフテン,リーフテン,リーフテン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0076.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,紅一点,2002,human,朝霧みさと,星渦艦隊のエース航宙士
76,ミオルジュウサン,ミオルジュウサン,ミオルジュウサン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0077.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,戦闘員,2002,demon,剣屋己朗,武骨な操舵士でヴォルテの弟子
77,スエルゼロキュウ,スエルゼロキュウ,スエルゼロキュウ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0078.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,幹部,2005,machine,望月士新,中立系域の機械種族転向者
78,フロスゼロゴ,フロスゼロゴ,フロスゼロゴ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0079.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,幹部,2007,beastfolk,伊呂波獅堂,情報工作が得意な老幹部
79,サリナジュウニ,サリナジュウニ,サリナジュウニ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v1/ac_0080.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v1,蒼穹の螺旋航路,星渦同盟,幹部,2012,human,深海志緒,狙撃手の異能使いで孤高な幹部
