id,original,surface,pronunciation,type,image,image_page,title,org_name,role_in_org,first_year,species,cv_name,description
3,野々村 小春,野々村 小春,ののむらこはる,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0004.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,野々村家,双子の妹・中学2年生,2025,human,本田真奈,大浦悠真と同級生のスポーツ少女
3,野々村 小春,小春,こはる,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0004.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,野々村家,双子の妹・中学2年生,2025,human,本田真奈,大浦悠真と同級生のスポーツ少女
4,さくら,さくら,さくら,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0005.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,野々村家,飼い犬・店の人気者,2024,pet,尾上みどり,マロンとご近所犬友達の人気柴犬
4,さくら,さくら,さくら,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0005.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,野々村家,飼い犬・店の人気者,2024,pet,尾上みどり,マロンとご近所犬友達の人気柴犬
5,佐久間 大地,佐久間,さくま,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0006.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員長,2020,human,沖田誠吾,真面目な学級委員長男子
5,佐久間 大地,佐久間 大地,さくまだいち,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0006.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員長,2020,human,沖田誠吾,真面目な学級委員長男子
5,佐久間 大地,大地,だいち,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0006.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員長,2020,human,沖田誠吾,真面目な学級委員長男子
5,佐久間 大地,だいちゃん,だいちゃん,nick,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0006.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員長,2020,human,沖田誠吾,真面目な学級委員長男子
6,森 亜由美,森,もり,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0007.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,クラスのムードメーカー,2020,human,青海みよこ,カーンミーナと同級生のムードメーカー
6,森 亜由美,森 亜由美,もりあゆみ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0007.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,クラスのムードメーカー,2020,human,青海みよこ,カーンミーナと同級生のムードメーカー
6,森 亜由美,亜由美,あゆみ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0007.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,クラスのムードメーカー,2020,human,青海みよこ,カーンミーナと同級生のムードメーカー
6,森 亜由美,あゆみん,あゆみん,nick,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0007.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,クラスのムードメーカー,2020,human,青海みよこ,カーンミーナと同級生のムードメーカー
7,長谷川 慧,長谷川,はせがわ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0008.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,帰国子女の転校生,2019,human,秋津良太,イギリス帰りの帰国子女男子
7,長谷川 慧,長谷川 慧,はせがわけい,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0008.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,帰国子女の転校生,2019,human,秋津良太,イギリス帰りの帰国子女男子
7,長谷川 慧,慧,けい,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0008.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,帰国子女の転校生,2019,human,秋津良太,イギリス帰りの帰国子女男子
8,田所 花菜,田所,たどころ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0009.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,図書委員,2021,human,三島奏美,大澤玲子と同級生の図書委員女子
8,田所 花菜,田所 花菜,たどころかな,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0009.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,図書委員,2021,human,三島奏美,大澤玲子と同級生の図書委員女子
8,田所 花菜,花菜,かな,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0009.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,図書委員,2021,human,三島奏美,大澤玲子と同級生の図書委員女子
9,村上 俊平,村上,むらかみ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0010.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番系男子,2020,human,新村敦史,給食当番で目立つ食いしん坊男子
9,村上 俊平,村上 俊平,むらかみしゅんぺい,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0010.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番系男子,2020,human,新村敦史,給食当番で目立つ食いしん坊男子
9,村上 俊平,俊平,しゅんぺい,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0010.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番系男子,2020,human,新村敦史,給食当番で目立つ食いしん坊男子
9,村上 俊平,しゅんぺい,しゅんぺい,nick,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0010.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番系男子,2020,human,新村敦史,給食当番で目立つ食いしん坊男子
10,佐久間 結衣,佐久間,さくま,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0011.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,佐久間大地の妹,2018,human,日比野ももか,兄想いの面倒見良い妹
10,佐久間 結衣,佐久間 結衣,さくまゆい,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0011.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,佐久間大地の妹,2018,human,日比野ももか,兄想いの面倒見良い妹
10,佐久間 結衣,結衣,ゆい,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0011.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,佐久間大地の妹,2018,human,日比野ももか,兄想いの面倒見良い妹
11,高田 蒼,高田,たかだ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0012.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,バスケ部所属のスポーツ少年,2019,human,吉峰隼人,バスケ部の活発な長身男子
11,高田 蒼,高田 蒼,たかだあおい,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0012.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,バスケ部所属のスポーツ少年,2019,human,吉峰隼人,バスケ部の活発な長身男子
11,高田 蒼,蒼,あおい,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0012.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,バスケ部所属のスポーツ少年,2019,human,吉峰隼人,バスケ部の活発な長身男子
12,山下 萌,山下,やました,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0013.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,美術部所属の静かな女子,2019,human,真木しいな,おだやかで絵が得意な美術部女子
12,山下 萌,山下 萌,やましためぐみ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0013.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,美術部所属の静かな女子,2019,human,真木しいな,おだやかで絵が得意な美術部女子
12,山下 萌,萌,めぐみ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0013.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,美術部所属の静かな女子,2019,human,真木しいな,おだやかで絵が得意な美術部女子
13,エミリー,エミリー,エミリー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0014.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,アメリカ出身の転校生,2021,human,真堂マリス,ララと同級生のアメリカ出身転校生
13,エミリー,エミリー,エミリー,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0014.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,アメリカ出身の転校生,2021,human,真堂マリス,ララと同級生のアメリカ出身転校生
14,渡辺 悠斗,渡辺,わたなべ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0015.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食実行委員男子,2020,human,清家大芽,大浦悠真と同級生の朗らか男子
14,渡辺 悠斗,渡辺 悠斗,わたなべゆうと,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0015.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食実行委員男子,2020,human,清家大芽,大浦悠真と同級生の朗らか男子
14,渡辺 悠斗,悠斗,ゆうと,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0015.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食実行委員男子,2020,human,清家大芽,大浦悠真と同級生の朗らか男子
15,三宅 大雅,三宅,みやけ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員,2018,human,今村勇斗,一ノ瀬菜央と幼馴染のしっかり者、委員長
15,三宅 大雅,三宅 大雅,みやけたいが,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員,2018,human,今村勇斗,一ノ瀬菜央と幼馴染のしっかり者、委員長
15,三宅 大雅,大雅,たいが,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員,2018,human,今村勇斗,一ノ瀬菜央と幼馴染のしっかり者、委員長
15,三宅 大雅,たいちゃん,たいちゃん,nick,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,学級委員,2018,human,今村勇斗,一ノ瀬菜央と幼馴染のしっかり者、委員長
16,久保田 栞里,久保田,くぼた,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0017.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,図書委員,2021,human,佐喜本りん,読書好きでおっとりした雰囲気の女子
16,久保田 栞里,久保田 栞里,くぼたしおり,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0017.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,図書委員,2021,human,佐喜本りん,読書好きでおっとりした雰囲気の女子
16,久保田 栞里,栞里,しおり,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0017.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,図書委員,2021,human,佐喜本りん,読書好きでおっとりした雰囲気の女子
17,沼尻 和也,沼尻,ぬまじり,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,ムードメーカー,2018,human,萩原潤一,お調子者でクラスの盛り上げ役
17,沼尻 和也,沼尻 和也,ぬまじりかずや,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,ムードメーカー,2018,human,萩原潤一,お調子者でクラスの盛り上げ役
17,沼尻 和也,和也,かずや,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,ムードメーカー,2018,human,萩原潤一,お調子者でクラスの盛り上げ役
17,沼尻 和也,かずくん,かずくん,nick,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,ムードメーカー,2018,human,萩原潤一,お調子者でクラスの盛り上げ役
18,志水 ひなた,志水,しみず,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番リーダー,2021,human,神津紗名,しっかり者で世話好きなクラスのまとめ役
18,志水 ひなた,志水 ひなた,しみずひなた,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番リーダー,2021,human,神津紗名,しっかり者で世話好きなクラスのまとめ役
18,志水 ひなた,ひなた,ひなた,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番リーダー,2021,human,神津紗名,しっかり者で世話好きなクラスのまとめ役
18,志水 ひなた,ひなちゃん,ひなちゃん,nick,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,給食当番リーダー,2021,human,神津紗名,しっかり者で世話好きなクラスのまとめ役
19,相川 律,相川,あいかわ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0020.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,美術部所属,2021,human,野峰隼人,絵が得意で静かな美術部男子
19,相川 律,相川 律,あいかわりつ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0020.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,美術部所属,2021,human,野峰隼人,絵が得意で静かな美術部男子
19,相川 律,律,りつ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0020.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,さくら台中学校 2年2組,美術部所属,2021,human,野峰隼人,絵が得意で静かな美術部男子
20,桐谷 修一,桐谷,きりたに,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0021.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,店主,2011,human,本山弘人,緑風喫茶の穏やかな店主
20,桐谷 修一,桐谷 修一,きりたにしゅういち,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0021.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,店主,2011,human,本山弘人,緑風喫茶の穏やかな店主
20,桐谷 修一,修一,しゅういち,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0021.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,店主,2011,human,本山弘人,緑風喫茶の穏やかな店主
21,桐谷 恵理子,桐谷,きりたに,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0022.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,女将,2013,human,篠宮美鈴,常連客にも親しまれる女将
21,桐谷 恵理子,桐谷 恵理子,きりたにえりこ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0022.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,女将,2013,human,篠宮美鈴,常連客にも親しまれる女将
21,桐谷 恵理子,恵理子,えりこ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0022.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,女将,2013,human,篠宮美鈴,常連客にも親しまれる女将
22,桐谷 未歩,桐谷,きりたに,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0023.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,アルバイト店員（大学生）,2016,human,嶺岡由衣,明るく元気な看板娘的存在
22,桐谷 未歩,桐谷 未歩,きりたにみほ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0023.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,アルバイト店員（大学生）,2016,human,嶺岡由衣,明るく元気な看板娘的存在
22,桐谷 未歩,未歩,みほ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0023.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,アルバイト店員（大学生）,2016,human,嶺岡由衣,明るく元気な看板娘的存在
23,村上 純太,村上,むらかみ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0024.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,アルバイト店員（高校生）,2020,human,生田智也,真面目でやや照れ屋な高校生バイト
23,村上 純太,村上 純太,むらかみじゅんた,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0024.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,アルバイト店員（高校生）,2020,human,生田智也,真面目でやや照れ屋な高校生バイト
23,村上 純太,純太,じゅんた,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0024.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,緑風喫茶,アルバイト店員（高校生）,2020,human,生田智也,真面目でやや照れ屋な高校生バイト
24,秋山 澄江,秋山,あきやま,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0025.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,桜並木婦人クラブ,会長,2007,human,柴原雅美,婦人クラブのしっかり者会長
24,秋山 澄江,秋山 澄江,あきやますみえ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0025.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,桜並木婦人クラブ,会長,2007,human,柴原雅美,婦人クラブのしっかり者会長
24,秋山 澄江,澄江,すみえ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0025.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,桜並木婦人クラブ,会長,2007,human,柴原雅美,婦人クラブのしっかり者会長
25,宮部 久美子,宮部,みやべ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0026.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,桜並木婦人クラブ,副会長,2007,human,沢野涼子,クラブの知恵袋的な副会長
25,宮部 久美子,宮部 久美子,みやべくみこ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-daily-anime-character-v2/dc_0026.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-daily-anime-character-v2,まちまる！,桜並木婦人クラブ,副会長,2007,human,沢野涼子,クラブの知恵袋的な副会長
